"orderId","category","mainDish","pairedDish","session","taste","budget","groupSize"
1061,"dinner","Mati Handi Mutton","None","Online","Sweet","High",2
1062,"lunch","Dalma","Rice & Saga Bhaja","Online","Spicy","Medium",4
1063,"breakfast","Kanika","Chhena Poda","Online","Sweet","Medium",2
1064,"snacks","Poda Pitha","Tea","Takeaway","Spicy","Low",1
1065,"dinner","Khaja","None","Online","Savory","Low","Family Pack"
1066,"lunch","Macha Besara","Chingudi Jhola","Online","Savory","Low",2
1067,"lunch","Dalma","Rice & Saga Bhaja","Online","Savory","High",4
1068,"breakfast","Bara","None","Online","Savory","High",4
1069,"lunch","Saga Bhaja","None","Takeaway","Mild","Low",1
1070,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Savory","Low",6
1071,"snacks","Aloo Chop","None","Online","Spicy","Medium",1
1072,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Savory","Medium",1
1073,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Spicy","High",6
1074,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","High","Family Pack"
1075,"snacks","Aloo Chop","None","Dine-in","Spicy","High",2
1076,"snacks","Chhena Gaja","None","Takeaway","Spicy","Low",2
1077,"lunch","Saga Bhaja","None","Dine-in","Mild","High",4
1078,"drinks","Buttermilk","None","Dine-in","Sweet","Medium","Family Pack"
1079,"drinks","Lassi","None","Dine-in","Savory","High",2
1080,"drinks","Buttermilk","None","Dine-in","Spicy","Medium","Family Pack"
1081,"drinks","Tea","None","Takeaway","Spicy","Medium",1
1082,"snacks","Aloo Chop","None","Dine-in","Spicy","Low",6
1083,"dinner","Mati Handi Mutton","None","Takeaway","Mild","High",4
1084,"drinks","Lassi","None","Takeaway","Sweet","Low",1
1085,"breakfast","Dalma","Rice & Saga Bhaja","Online","Sweet","Low",4
1086,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Spicy","High","Family Pack"
1087,"snacks","Chhena Gaja","None","Online","Sweet","Medium","Family Pack"
1088,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Mild","High",4
1089,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Savory","High",1
1090,"lunch","Santula","None","Dine-in","Spicy","Medium",6
1091,"dinner","Mati Handi Mutton","None","Takeaway","Mild","Low","Family Pack"
1092,"breakfast","Chhena Poda","None","Dine-in","Savory","Low",4
1093,"snacks","Chhena Gaja","None","Dine-in","Spicy","Low","Family Pack"
1094,"snacks","Aloo Chop","None","Takeaway","Spicy","High",4
1095,"lunch","Chingudi Jhola","None","Takeaway","Spicy","Medium",4
1096,"lunch","Saga Bhaja","None","Online","Sweet","Medium","Family Pack"
1097,"snacks","Aloo Chop","None","Dine-in","Mild","High",1
1098,"snacks","Ghugni Chat","None","Online","Sweet","Low",2
1099,"breakfast","Kanika","Chhena Poda","Online","Sweet","High",2
1100,"lunch","Dalma","Rice & Saga Bhaja","Online","Mild","High",1
1101,"drinks","Buttermilk","None","Dine-in","Mild","Low",6
1102,"breakfast","Chhena Poda","None","Takeaway","Savory","Medium","Family Pack"
1103,"snacks","Poda Pitha","Tea","Online","Sweet","High","Family Pack"
1104,"dinner","Chuna Machha Tarkari","None","Dine-in","Savory","Medium",4
1105,"drinks","Tea","None","Online","Mild","Medium",2
1106,"breakfast","Bara","None","Takeaway","Spicy","High",2
1107,"snacks","Ghugni Chat","None","Takeaway","Sweet","Low",4
1108,"snacks","Chhena Gaja","None","Takeaway","Mild","High","Family Pack"
1109,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Spicy","Low",6
1110,"snacks","Dahibara Aludum","Gupchup","Dine-in","Savory","Low",2
1111,"dinner","Mutton Kassa","Khaja","Dine-in","Mild","Low",4
1112,"lunch","Mansa Tarkari","None","Online","Mild","Low",4
1113,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Savory","High",2
1114,"drinks","Buttermilk","None","Online","Savory","High","Family Pack"
1115,"breakfast","Chhena Poda","None","Dine-in","Sweet","High","Family Pack"
1116,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Sweet","High",4
1117,"drinks","Palm Juice","None","Dine-in","Mild","Medium","Family Pack"
1118,"dinner","Khaja","None","Dine-in","Savory","High",6
1119,"breakfast","Kanika","Chhena Poda","Online","Savory","Medium",6
1120,"lunch","Santula","None","Online","Savory","Low",4
1121,"dinner","Khaja","None","Takeaway","Mild","Low",6
1122,"dinner","Mutton Kassa","Khaja","Online","Spicy","Low",2
1123,"dinner","Khaja","None","Online","Savory","High",4
1124,"drinks","Lassi","None","Dine-in","Sweet","Low",2
1125,"drinks","Palm Juice","None","Dine-in","Mild","Medium",2
1126,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Mild","Medium",2
1127,"drinks","Lassi","None","Takeaway","Sweet","Low","Family Pack"
1128,"drinks","Buttermilk","None","Online","Mild","Medium",6
1129,"lunch","Saga Bhaja","None","Online","Mild","Low",6
1130,"snacks","Dahibara Aludum","Gupchup","Online","Savory","Medium",6
1131,"snacks","Chhena Gaja","None","Takeaway","Spicy","High",1
1132,"dinner","Mati Handi Mutton","None","Dine-in","Mild","Medium",2
1133,"breakfast","Kanika","Chhena Poda","Dine-in","Sweet","Low",1
1134,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Spicy","High","Family Pack"
1135,"drinks","Black Coffee","None","Dine-in","Mild","High","Family Pack"
1136,"breakfast","Dalma","Rice & Saga Bhaja","Online","Savory","Low","Family Pack"
1137,"lunch","Saga Bhaja","None","Takeaway","Mild","High",2
1138,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","Medium",1
1139,"snacks","Ghugni Chat","None","Takeaway","Savory","Medium",6
1140,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","High","Family Pack"
1141,"dinner","Chuna Machha Tarkari","None","Takeaway","Spicy","Medium",2
1142,"breakfast","Ghugni","Piaji","Dine-in","Sweet","Medium",2
1143,"dinner","Khaja","None","Online","Savory","Low",6
1144,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Savory","Low",4
1145,"breakfast","Kanika","Chhena Poda","Takeaway","Sweet","Low",4
1146,"lunch","Santula","None","Takeaway","Mild","High",2
1147,"dinner","Alu Dum","None","Takeaway","Savory","Medium",1
1148,"dinner","Mutton Kassa","Khaja","Online","Sweet","Medium",4
1149,"drinks","Tea","None","Online","Savory","Medium",6
1150,"breakfast","Ghugni","Piaji","Online","Savory","Medium","Family Pack"
1151,"lunch","Santula","None","Online","Sweet","Low",4
1152,"dinner","Mutton Kassa","Khaja","Takeaway","Savory","Medium",4
1153,"snacks","Chhena Gaja","None","Online","Sweet","Low",1
1154,"drinks","Tea","None","Takeaway","Savory","Medium",6
1155,"drinks","Lassi","None","Online","Spicy","Low",6
1156,"drinks","Buttermilk","None","Takeaway","Sweet","High",1
1157,"drinks","Black Coffee","None","Dine-in","Mild","Low","Family Pack"
1158,"snacks","Aloo Chop","None","Dine-in","Savory","Low",2
1159,"breakfast","Kanika","Chhena Poda","Takeaway","Savory","High",4
1160,"lunch","Chingudi Jhola","None","Online","Savory","Medium",2
1161,"breakfast","Ghugni","Piaji","Online","Savory","High",4
1162,"breakfast","Pakhala Bhata","Badi Chura","Online","Sweet","Medium",6
1163,"dinner","Mutton Kassa","Khaja","Takeaway","Spicy","High","Family Pack"
1164,"snacks","Aloo Chop","None","Takeaway","Sweet","High",6
1165,"breakfast","Kanika","Chhena Poda","Dine-in","Sweet","Medium",1
1166,"dinner","Khaja","None","Takeaway","Spicy","High",4
1167,"dinner","Mati Handi Mutton","None","Online","Spicy","Medium","Family Pack"
1168,"breakfast","Chhena Poda","None","Dine-in","Spicy","Medium",6
1169,"breakfast","Bara","None","Takeaway","Savory","High",4
1170,"lunch","Saga Bhaja","None","Dine-in","Spicy","High",6
1171,"snacks","Poda Pitha","Tea","Dine-in","Sweet","Low","Family Pack"
1172,"breakfast","Chhena Poda","None","Dine-in","Mild","Low","Family Pack"
1173,"lunch","Saga Bhaja","None","Dine-in","Savory","Medium",6
1174,"dinner","Khaja","None","Online","Savory","High","Family Pack"
1175,"dinner","Mutton Kassa","Khaja","Takeaway","Mild","High",6
1176,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Savory","Low",4
1177,"lunch","Chingudi Jhola","None","Dine-in","Mild","Medium",4
1178,"snacks","Dahibara Aludum","Gupchup","Takeaway","Mild","Low",1
1179,"snacks","Ghugni Chat","None","Dine-in","Savory","High",2
1180,"snacks","Dahibara Aludum","Gupchup","Takeaway","Spicy","Low",1
1181,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Sweet","Low",6
1182,"dinner","Khaja","None","Dine-in","Savory","Medium",6
1183,"breakfast","Bara","None","Online","Spicy","Low","Family Pack"
1184,"snacks","Dahibara Aludum","Gupchup","Takeaway","Savory","Low",4
1185,"breakfast","Ghugni","Piaji","Takeaway","Savory","Low",1
1186,"snacks","Poda Pitha","Tea","Dine-in","Sweet","High",6
1187,"breakfast","Chhena Poda","None","Dine-in","Savory","Medium",2
1188,"snacks","Chhena Gaja","None","Takeaway","Mild","Low",6
1189,"snacks","Aloo Chop","None","Takeaway","Savory","Low",1
1190,"snacks","Chhena Gaja","None","Online","Savory","Low",4
1191,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Savory","Low",6
1192,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Savory","High",1
1193,"snacks","Poda Pitha","Tea","Online","Spicy","Medium",4
1194,"breakfast","Kanika","Chhena Poda","Takeaway","Mild","High",2
1195,"breakfast","Pakhala Bhata","Badi Chura","Online","Mild","High",4
1196,"snacks","Chhena Gaja","None","Takeaway","Savory","Medium",1
1197,"drinks","Tea","None","Online","Sweet","Low",6
1198,"drinks","Buttermilk","None","Takeaway","Savory","Medium",6
1199,"breakfast","Kanika","Chhena Poda","Dine-in","Savory","Low","Family Pack"
1200,"drinks","Lassi","None","Takeaway","Spicy","High",4
1201,"breakfast","Bara","None","Dine-in","Sweet","Medium",6
1202,"breakfast","Kanika","Chhena Poda","Takeaway","Sweet","Low",4
1203,"breakfast","Chhena Poda","None","Online","Savory","Low",2
1204,"breakfast","Ghugni","Piaji","Takeaway","Sweet","High","Family Pack"
1205,"dinner","Dahi Baigana","None","Takeaway","Spicy","Low","Family Pack"
1206,"drinks","Black Coffee","None","Online","Mild","High",4
1207,"dinner","Mati Handi Mutton","None","Dine-in","Savory","Medium",6
1208,"snacks","Poda Pitha","Tea","Online","Sweet","High",2
1209,"dinner","Chuna Machha Tarkari","None","Takeaway","Savory","High",1
1210,"lunch","Chingudi Jhola","None","Online","Spicy","High",2
1211,"lunch","Chingudi Jhola","None","Takeaway","Sweet","High",4
1212,"dinner","Alu Dum","None","Dine-in","Savory","Low",4
1213,"dinner","Mutton Kassa","Khaja","Dine-in","Mild","High",6
1214,"drinks","Buttermilk","None","Dine-in","Spicy","High","Family Pack"
1215,"breakfast","Bara","None","Online","Mild","Low","Family Pack"
1216,"breakfast","Ghugni","Piaji","Online","Sweet","High",4
1217,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Mild","Medium",1
1218,"breakfast","Kanika","Chhena Poda","Online","Savory","Medium",6
1219,"dinner","Mutton Kassa","Khaja","Online","Savory","High",2
1220,"dinner","Khaja","None","Online","Spicy","Low",4
1221,"drinks","Lassi","None","Takeaway","Mild","High",2
1222,"dinner","Khaja","None","Dine-in","Spicy","Low",4
1223,"breakfast","Kanika","Chhena Poda","Takeaway","Sweet","Low",1
1224,"drinks","Tea","None","Dine-in","Savory","High","Family Pack"
1225,"dinner","Mati Handi Mutton","None","Online","Spicy","Medium",4
1226,"drinks","Black Coffee","None","Online","Sweet","Low",6
1227,"breakfast","Bara","None","Online","Mild","Low",6
1228,"snacks","Chhena Gaja","None","Dine-in","Spicy","High",2
1229,"drinks","Buttermilk","None","Online","Mild","Medium",2
1230,"breakfast","Chhena Poda","None","Dine-in","Sweet","High",2
1231,"lunch","Chingudi Jhola","None","Dine-in","Mild","Low",6
1232,"snacks","Ghugni Chat","None","Online","Spicy","Low",1
1233,"drinks","Lassi","None","Takeaway","Savory","Medium",6
1234,"lunch","Santula","None","Takeaway","Spicy","High",2
1235,"dinner","Dahi Baigana","None","Takeaway","Mild","High","Family Pack"
1236,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","Medium",2
1237,"snacks","Poda Pitha","Tea","Dine-in","Mild","Medium",1
1238,"drinks","Black Coffee","None","Dine-in","Mild","Medium",4
1239,"dinner","Chuna Machha Tarkari","None","Takeaway","Mild","High",4
1240,"lunch","Dalma","Rice & Saga Bhaja","Online","Mild","High",1
1241,"breakfast","Chhena Poda","None","Takeaway","Spicy","High",2
1242,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Spicy","Medium",4
1243,"dinner","Mutton Kassa","Khaja","Online","Spicy","High","Family Pack"
1244,"snacks","Dahibara Aludum","Gupchup","Online","Savory","Medium",4
1245,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Mild","Medium",6
1246,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Mild","Low","Family Pack"
1247,"breakfast","Kanika","Chhena Poda","Dine-in","Mild","High",6
1248,"dinner","Alu Dum","None","Takeaway","Sweet","Medium",1
1249,"dinner","Dahi Baigana","None","Online","Mild","Medium",4
1250,"dinner","Chuna Machha Tarkari","None","Takeaway","Mild","Medium","Family Pack"
1251,"snacks","Aloo Chop","None","Takeaway","Sweet","Low",4
1252,"dinner","Dahi Baigana","None","Dine-in","Mild","Low",2
1253,"snacks","Aloo Chop","None","Dine-in","Spicy","Medium",1
1254,"snacks","Ghugni Chat","None","Online","Spicy","High",6
1255,"breakfast","Ghugni","Piaji","Dine-in","Mild","Medium",4
1256,"snacks","Chhena Gaja","None","Takeaway","Savory","High","Family Pack"
1257,"dinner","Mutton Kassa","Khaja","Dine-in","Sweet","Low","Family Pack"
1258,"drinks","Tea","None","Online","Sweet","High",6
1259,"breakfast","Ghugni","Piaji","Online","Sweet","Medium",6
1260,"drinks","Tea","None","Dine-in","Spicy","Medium",6
1261,"dinner","Khaja","None","Online","Savory","Medium",2
1262,"drinks","Black Coffee","None","Dine-in","Sweet","High","Family Pack"
1263,"dinner","Khaja","None","Online","Spicy","Medium",4
1264,"dinner","Mati Handi Mutton","None","Dine-in","Sweet","Low",4
1265,"dinner","Mati Handi Mutton","None","Online","Spicy","High",2
1266,"drinks","Tea","None","Online","Sweet","High",6
1267,"snacks","Dahibara Aludum","Gupchup","Takeaway","Spicy","Low",1
1268,"breakfast","Bara","None","Dine-in","Spicy","High",1
1269,"snacks","Chhena Gaja","None","Online","Sweet","High",1
1270,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Spicy","Medium",1
1271,"drinks","Tea","None","Takeaway","Mild","Low","Family Pack"
1272,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Spicy","High","Family Pack"
1273,"drinks","Buttermilk","None","Dine-in","Spicy","Low",4
1274,"dinner","Mati Handi Mutton","None","Takeaway","Sweet","Low",4
1275,"snacks","Aloo Chop","None","Takeaway","Spicy","High",2
1276,"dinner","Dahi Baigana","None","Dine-in","Savory","Medium",1
1277,"snacks","Ghugni Chat","None","Dine-in","Sweet","Low",4
1278,"dinner","Khaja","None","Dine-in","Savory","High",6
1279,"drinks","Buttermilk","None","Takeaway","Sweet","Low","Family Pack"
1280,"lunch","Saga Bhaja","None","Online","Spicy","Medium",4
1281,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Spicy","Low","Family Pack"
1282,"dinner","Dahi Baigana","None","Dine-in","Savory","Low",6
1283,"snacks","Chhena Gaja","None","Online","Sweet","High","Family Pack"
1284,"snacks","Chhena Gaja","None","Dine-in","Sweet","High",6
1285,"drinks","Tea","None","Dine-in","Savory","High","Family Pack"
1286,"lunch","Chingudi Jhola","None","Takeaway","Savory","High",4
1287,"lunch","Saga Bhaja","None","Dine-in","Savory","High",6
1288,"snacks","Aloo Chop","None","Online","Savory","Medium",4
1289,"dinner","Dahi Baigana","None","Online","Sweet","Low",6
1290,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","High","Family Pack"
1291,"breakfast","Bara","None","Dine-in","Spicy","High","Family Pack"
1292,"snacks","Chhena Gaja","None","Takeaway","Savory","Low",2
1293,"lunch","Mansa Tarkari","None","Dine-in","Savory","Medium",2
1294,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Mild","Low",6
1295,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Savory","High",6
1296,"lunch","Mansa Tarkari","None","Dine-in","Sweet","Low","Family Pack"
1297,"snacks","Poda Pitha","Tea","Dine-in","Sweet","Low",2
1298,"lunch","Chingudi Jhola","None","Takeaway","Sweet","High",4
1299,"breakfast","Pakhala Bhata","Badi Chura","Online","Sweet","High","Family Pack"
1300,"snacks","Chhena Gaja","None","Takeaway","Mild","High","Family Pack"
1301,"snacks","Chhena Gaja","None","Dine-in","Spicy","Low",1
1302,"drinks","Black Coffee","None","Takeaway","Savory","High",6
1303,"snacks","Ghugni Chat","None","Dine-in","Mild","High",1
1304,"breakfast","Kanika","Chhena Poda","Dine-in","Sweet","Medium",2
1305,"drinks","Tea","None","Takeaway","Mild","Medium",6
1306,"breakfast","Dalma","Rice & Saga Bhaja","Online","Sweet","High",6
1307,"breakfast","Ghugni","Piaji","Takeaway","Spicy","Medium",4
1308,"snacks","Aloo Chop","None","Online","Mild","Low",2
1309,"drinks","Lassi","None","Online","Spicy","High",4
1310,"breakfast","Bara","None","Takeaway","Sweet","Medium",6
1311,"snacks","Aloo Chop","None","Online","Savory","Medium",1
1312,"dinner","Dahi Baigana","None","Online","Spicy","Low",6
1313,"lunch","Macha Besara","Chingudi Jhola","Online","Savory","Medium",4
1314,"drinks","Tea","None","Takeaway","Sweet","Low","Family Pack"
1315,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Mild","High",2
1316,"dinner","Chuna Machha Tarkari","None","Takeaway","Savory","Low",6
1317,"breakfast","Bara","None","Takeaway","Mild","Low",1
1318,"lunch","Chingudi Jhola","None","Online","Spicy","High",2
1319,"drinks","Tea","None","Dine-in","Savory","Medium","Family Pack"
1320,"breakfast","Ghugni","Piaji","Dine-in","Mild","Medium",2
1321,"lunch","Chingudi Jhola","None","Dine-in","Savory","Low",4
1322,"snacks","Aloo Chop","None","Dine-in","Mild","Medium",6
1323,"lunch","Saga Bhaja","None","Dine-in","Sweet","Low",4
1324,"breakfast","Kanika","Chhena Poda","Online","Spicy","High",1
1325,"lunch","Chingudi Jhola","None","Online","Mild","High",2
1326,"lunch","Santula","None","Online","Mild","Medium",4
1327,"drinks","Lassi","None","Dine-in","Spicy","High",4
1328,"lunch","Saga Bhaja","None","Takeaway","Sweet","High",2
1329,"lunch","Santula","None","Dine-in","Savory","Medium",4
1330,"dinner","Mati Handi Mutton","None","Takeaway","Spicy","High",2
1331,"snacks","Ghugni Chat","None","Online","Mild","Low","Family Pack"
1332,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","Medium",6
1333,"lunch","Saga Bhaja","None","Takeaway","Savory","High",6
1334,"dinner","Mutton Kassa","Khaja","Online","Savory","Medium",4
1335,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Spicy","High",1
1336,"breakfast","Bara","None","Takeaway","Sweet","High","Family Pack"
1337,"lunch","Saga Bhaja","None","Online","Spicy","Medium","Family Pack"
1338,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Sweet","High","Family Pack"
1339,"snacks","Poda Pitha","Tea","Dine-in","Mild","High",4
1340,"lunch","Saga Bhaja","None","Takeaway","Sweet","High",6
1341,"breakfast","Ghugni","Piaji","Takeaway","Mild","High",6
1342,"snacks","Dahibara Aludum","Gupchup","Takeaway","Sweet","Medium","Family Pack"
1343,"breakfast","Chhena Poda","None","Takeaway","Savory","High",1
1344,"breakfast","Ghugni","Piaji","Online","Sweet","Low",1
1345,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Savory","Low",6
1346,"dinner","Khaja","None","Online","Spicy","Medium",2
1347,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","High","Family Pack"
1348,"drinks","Palm Juice","None","Dine-in","Savory","Low",2
1349,"snacks","Ghugni Chat","None","Online","Sweet","Low","Family Pack"
1350,"drinks","Palm Juice","None","Online","Savory","Medium",6
1351,"drinks","Tea","None","Online","Mild","High",1
1352,"snacks","Aloo Chop","None","Dine-in","Sweet","Low",4
1353,"dinner","Chuna Machha Tarkari","None","Dine-in","Mild","Medium",2
1354,"breakfast","Bara","None","Dine-in","Sweet","Low",2
1355,"dinner","Chuna Machha Tarkari","None","Dine-in","Mild","Low",4
1356,"dinner","Mati Handi Mutton","None","Dine-in","Savory","Low",4
1357,"breakfast","Bara","None","Takeaway","Spicy","High",4
1358,"dinner","Chuna Machha Tarkari","None","Takeaway","Savory","Low",1
1359,"dinner","Alu Dum","None","Takeaway","Savory","Medium",2
1360,"dinner","Khaja","None","Dine-in","Sweet","Low",4
1361,"drinks","Buttermilk","None","Online","Spicy","Medium","Family Pack"
1362,"dinner","Chuna Machha Tarkari","None","Takeaway","Spicy","High","Family Pack"
1363,"snacks","Chhena Gaja","None","Takeaway","Mild","Low","Family Pack"
1364,"dinner","Mutton Kassa","Khaja","Online","Sweet","Low",4
1365,"dinner","Mati Handi Mutton","None","Dine-in","Spicy","Low",2
1366,"dinner","Dahi Baigana","None","Dine-in","Sweet","High",2
1367,"drinks","Tea","None","Dine-in","Mild","High",6
1368,"snacks","Chhena Gaja","None","Online","Mild","High","Family Pack"
1369,"drinks","Black Coffee","None","Dine-in","Spicy","High",1
1370,"lunch","Santula","None","Online","Spicy","Medium",1
1371,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Mild","High",6
1372,"lunch","Mansa Tarkari","None","Takeaway","Mild","High","Family Pack"
1373,"dinner","Chuna Machha Tarkari","None","Dine-in","Mild","Medium","Family Pack"
1374,"breakfast","Kanika","Chhena Poda","Online","Savory","High",6
1375,"lunch","Mansa Tarkari","None","Takeaway","Sweet","High",1
1376,"snacks","Aloo Chop","None","Online","Sweet","Low",4
1377,"dinner","Chuna Machha Tarkari","None","Takeaway","Sweet","Low",2
1378,"lunch","Dalma","Rice & Saga Bhaja","Online","Mild","Low",2
1379,"dinner","Mutton Kassa","Khaja","Online","Spicy","Low",6
1380,"lunch","Mansa Tarkari","None","Takeaway","Savory","High",4
1381,"dinner","Khaja","None","Dine-in","Spicy","Low",2
1382,"lunch","Mansa Tarkari","None","Takeaway","Spicy","High",6
1383,"lunch","Dalma","Rice & Saga Bhaja","Online","Mild","Medium",2
1384,"lunch","Macha Besara","Chingudi Jhola","Online","Mild","Low",2
1385,"breakfast","Bara","None","Dine-in","Savory","Medium",4
1386,"lunch","Chingudi Jhola","None","Dine-in","Mild","Medium",4
1387,"drinks","Black Coffee","None","Takeaway","Savory","Low",2
1388,"snacks","Aloo Chop","None","Dine-in","Spicy","Low",2
1389,"lunch","Santula","None","Online","Sweet","Low",4
1390,"dinner","Mutton Kassa","Khaja","Takeaway","Sweet","Low",2
1391,"dinner","Dahi Baigana","None","Dine-in","Savory","Medium",2
1392,"drinks","Tea","None","Online","Mild","Medium",4
1393,"snacks","Dahibara Aludum","Gupchup","Takeaway","Sweet","Low",4
1394,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Mild","Medium",4
1395,"dinner","Alu Dum","None","Dine-in","Spicy","High","Family Pack"
1396,"dinner","Alu Dum","None","Takeaway","Savory","Low",2
1397,"drinks","Lassi","None","Dine-in","Sweet","High","Family Pack"
1398,"snacks","Chhena Gaja","None","Online","Mild","Low",1
1399,"breakfast","Ghugni","Piaji","Takeaway","Sweet","High",2
1400,"drinks","Lassi","None","Online","Savory","Medium",4
1401,"dinner","Chuna Machha Tarkari","None","Dine-in","Sweet","Low",6
1402,"dinner","Chuna Machha Tarkari","None","Dine-in","Spicy","Medium",2
1403,"snacks","Ghugni Chat","None","Online","Mild","High",2
1404,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","Medium",1
1405,"snacks","Ghugni Chat","None","Takeaway","Sweet","High",6
1406,"lunch","Saga Bhaja","None","Online","Mild","Low",1
1407,"lunch","Mansa Tarkari","None","Dine-in","Sweet","High",2
1408,"breakfast","Kanika","Chhena Poda","Online","Savory","Low","Family Pack"
1409,"dinner","Mati Handi Mutton","None","Dine-in","Spicy","High","Family Pack"
1410,"snacks","Aloo Chop","None","Dine-in","Sweet","High",2
1411,"snacks","Aloo Chop","None","Takeaway","Sweet","Medium",1
1412,"drinks","Buttermilk","None","Takeaway","Mild","High",1
1413,"lunch","Saga Bhaja","None","Online","Mild","Medium",4
1414,"snacks","Aloo Chop","None","Online","Mild","High",1
1415,"lunch","Saga Bhaja","None","Online","Mild","High",2
1416,"lunch","Saga Bhaja","None","Dine-in","Spicy","Low",2
1417,"dinner","Mutton Kassa","Khaja","Online","Savory","High",4
1418,"drinks","Palm Juice","None","Dine-in","Sweet","High",6
1419,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Savory","High",6
1420,"breakfast","Chhena Poda","None","Takeaway","Spicy","Medium",2
1421,"drinks","Lassi","None","Dine-in","Mild","Medium",4
1422,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Savory","Low","Family Pack"
1423,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Mild","Low","Family Pack"
1424,"dinner","Alu Dum","None","Online","Mild","Low",1
1425,"drinks","Black Coffee","None","Takeaway","Mild","High",2
1426,"drinks","Lassi","None","Takeaway","Savory","Low",4
1427,"snacks","Ghugni Chat","None","Online","Mild","Medium",1
1428,"snacks","Poda Pitha","Tea","Online","Sweet","Medium",2
1429,"lunch","Santula","None","Online","Mild","Low",2
1430,"snacks","Aloo Chop","None","Online","Savory","High",6
1431,"dinner","Mati Handi Mutton","None","Dine-in","Mild","Low","Family Pack"
1432,"lunch","Mansa Tarkari","None","Dine-in","Sweet","Low",2
1433,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Spicy","High",6
1434,"lunch","Macha Besara","Chingudi Jhola","Online","Spicy","Low",2
1435,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Mild","Medium",4
1436,"breakfast","Kanika","Chhena Poda","Takeaway","Mild","High",4
1437,"dinner","Chuna Machha Tarkari","None","Dine-in","Spicy","Low",6
1438,"drinks","Palm Juice","None","Online","Mild","High","Family Pack"
1439,"drinks","Black Coffee","None","Dine-in","Spicy","Low",2
1440,"lunch","Saga Bhaja","None","Takeaway","Sweet","High","Family Pack"
1441,"lunch","Saga Bhaja","None","Online","Mild","Low",1
1442,"drinks","Buttermilk","None","Dine-in","Savory","High",6
1443,"snacks","Dahibara Aludum","Gupchup","Takeaway","Savory","High","Family Pack"
1444,"dinner","Dahi Baigana","None","Online","Savory","High",1
1445,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","Medium",4
1446,"dinner","Khaja","None","Dine-in","Mild","Low",1
1447,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","Low","Family Pack"
1448,"drinks","Tea","None","Takeaway","Savory","Low","Family Pack"
1449,"snacks","Ghugni Chat","None","Online","Mild","Medium",4
1450,"breakfast","Bara","None","Dine-in","Savory","Medium",6
1451,"snacks","Aloo Chop","None","Online","Mild","High",4
1452,"breakfast","Ghugni","Piaji","Dine-in","Savory","High",6
1453,"dinner","Chuna Machha Tarkari","None","Online","Spicy","Low","Family Pack"
1454,"dinner","Mati Handi Mutton","None","Dine-in","Sweet","High",4
1455,"snacks","Poda Pitha","Tea","Takeaway","Savory","High",2
1456,"drinks","Palm Juice","None","Dine-in","Savory","Medium",6
1457,"dinner","Dahi Baigana","None","Takeaway","Spicy","High",6
